neuro_author_s,title,journal,doi,pmid,date_not_actual,is_open_access,oa_type,oa_version,url_to_oa_version
Marcus J Couch,Pulmonary Magnetic Resonance Imaging of Ex-preterm Children with/without Bronchopulmonary Dysplasia,Annals of the American Thoracic Society,10.1513/AnnalsATS.202106-691OC,35030070,2022-01-14,False,closed,none,none
Sali M K Farhan,Expanding the phenotypic and molecular spectrum of NFS1 ‐related disorders that cause functional deficiencies in mitochondrial and cytosolic iron‐sulfur cluster containing enzymes,Human Mutation,10.1002/humu.24330,35026043,2022-01-13,False,closed,none,none
Archita Rajasekharan; Hana Antonicka; Eric A Shoubridge,Author Correction: A proximity-dependent biotinylation map of a human cell,Nature,10.1038/s41586-021-04308-2,35017685,2022-01-11,True,bronze,publishedVersion,https://www.nature.com/articles/s41586-021-04308-2.pdf
Jawad Melhem,COVID-19–Associated Acute Asymmetric Hemorrhagic Necrotizing Encephalopathy: A Case Report,The Neurohospitalist,10.1177/19418744211055360,35401914,2022-01-10,True,bronze,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/19418744211055360
Jean Gotman; Birgit Frauscher,Region-specific complexity of the intracranial EEG in the sleeping human brain,Scientific Reports,10.1038/s41598-021-04213-8,35013431,2022-01-10,True,gold,publishedVersion,https://www.nature.com/articles/s41598-021-04213-8.pdf
Kristiana Salmon; Angela Genge,The importance of offering early genetic testing in everyone with amyotrophic lateral sclerosis,Brain,10.1093/brain/awab472,35020823,2022-01-10,True,hybrid,publishedVersion,https://academic.oup.com/brain/article-pdf/145/4/1207/43814347/awab472.pdf
Nicholas W Kieran; Rahul Suresh; Marie-France Dorion; Adam MacDonald; Manon Blain; Dingke Wen; Shih-Chieh Fuh; Roberto J Diaz; Jo Anne Stratton; Joshua A Sonnen; Jack Antel; Luke M Healy,MicroRNA-210 regulates the metabolic and inflammatory status of primary human astrocytes,Journal of Neuroinflammation,10.1186/s12974-021-02373-y,34991629,2022-01-06,True,gold,publishedVersion,https://jneuroinflammation.biomedcentral.com/track/pdf/10.1186/s12974-021-02373-y
Massimo Avoli,Dysregulation of GABAergic Signaling in Neurodevelomental Disorders: Targeting Cation-Chloride Co-transporters to Re-establish a Proper E/I Balance,Frontiers in Cellular Neuroscience,10.3389/fncel.2021.813441,35069119,2022-01-05,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fncel.2021.813441/pdf
Jack P Antel,DICAM promotes T H 17 lymphocyte trafficking across the blood-brain barrier during autoimmune neuroinflammation,Science Translational Medicine,10.1126/scitranslmed.abj0473,34985970,2022-01-05,False,closed,none,none
John D Lewis; Vladimir S Fonov; D Louis Collins,Sex-specific associations between maternal pregnancy-specific anxiety and newborn amygdalar volumes - preliminary findings from the FinnBrain Birth Cohort Study,Stress,10.1080/10253890.2022.2061347,35435124,2022-01-02,True,gold,publishedVersion,https://www.tandfonline.com/doi/pdf/10.1080/10253890.2022.2061347?needAccess=true
Alexandre Perez-Lebel; Gaël Varoquaux; Jean-Baptiste Poline,Benchmarking missing-values approaches for predictive models on health databases,GigaScience,10.1093/gigascience/giac013,35426912,2022-01-01,True,gold,publishedVersion,https://academic.oup.com/gigascience/article-pdf/doi/10.1093/gigascience/giac013/43384549/giac013.pdf
Robert J Zatorre,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac175,35511687,2022-01-01,False,closed,none,none
Douglas L Arnold,Early treatment responses to peginterferon beta-1a are associated with longer-term clinical outcomes in patients with relapsing-remitting multiple sclerosis: Subgroup analyses of ADVANCE and ATTAIN,Multiple Sclerosis and Related Disorders,10.1016/j.msard.2021.103367,35158473,2022-01-01,False,closed,none,none
Tariq Al-Saadi,Intracranial Hemorrhage following Spinal Surgery: A Systematic Review of a Rare Complication,The Surgery Journal,10.1055/s-0042-1743525,35252567,2022-01-01,True,gold,publishedVersion,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0042-1743525.pdf
Casey Paquola; Boris C Bernhardt,OUP accepted manuscript,Brain,10.1093/brain/awac150,35511160,2022-01-01,True,hybrid,publishedVersion,https://academic.oup.com/brain/advance-article-pdf/doi/10.1093/brain/awac150/43517360/awac150.pdf
Yezhou Wang; Jessica Royer; Bo-Yong Park; Reinder Vos de Wael; Sara Larivière; Shahin Tavakol; Raul Rodriguez-Cruces; Casey Paquola; Alan C Evans; Boris C Bernhardt,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac172,35596951,2022-01-01,False,closed,none,none
Bratislav Misic,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac150,35441214,2022-01-01,False,closed,none,none
Walaa Alshafie; Thomas Stroh,Sample Preparation for Multicolor STED Microscopy,Fluorescent Microscopy,10.1007/978-1-0716-2051-9_15,35218544,2022-01-01,False,closed,none,none
Cassandra Morrison; Sylvia Villeneuve; D Louis Collins,White matter lesions may be an early marker for age-related cognitive decline,NeuroImage: Clinical,10.1016/j.nicl.2022.103096,35764028,2022-01-01,True,gold,publishedVersion,https://doi.org/10.1016/j.nicl.2022.103096
Ana L Manera; D Louis Collins; Simon Ducharme,Ventricular features as reliable differentiators between bvFTD and other dementias,NeuroImage: Clinical,10.1016/j.nicl.2022.102947,35134704,2022-01-01,True,gold,publishedVersion,https://doi.org/10.1016/j.nicl.2022.102947
Erin O'Ferrall; Jason Karamchandani; Rami Massie,Scapuloperoneal syndrome with mitochondrial DNA deletion,Journal of the Neurological Sciences,10.1016/j.jns.2022.120164,35121208,2022-01-01,False,closed,none,none
Laetitia Mwilambwe-Tshilobo; Roni Setton; Giulia Baracchini; Amber W Lockrow; R Nathan Spreng,White matter lesion load is associated with lower within- and greater between- network connectivity across older age,Neurobiology of Aging,10.1016/j.neurobiolaging.2022.01.005,35219126,2022-01-01,False,closed,none,none
Imane Frouni; Cynthia Kwan; Sébastien Belliveau; Philippe Huot,Cognition and serotonin in Parkinson's disease,Progress in Brain Research,10.1016/bs.pbr.2022.01.013,35248202,2022-01-01,False,closed,none,none
Angela Genge,A Phase 1 study of GDC ‐0134[comma] a dual leucine zipper kinase inhibitor[comma] in ALS,Annals of Clinical and Translational Neurology,10.1002/acn3.51491,35014217,2022-01-01,True,gold,publishedVersion,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acn3.51491
Kristina Drudik; Veronika Zlatkina; Michael Petrides,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac132,35388402,2022-01-01,False,closed,none,none
Seok-Jun Hong; Bo-Yong Park; Oualid Benkarim; Sofie L Valk; Casey Paquola; Sara Larivière; Reinder Vos de Wael; Janie Degré-Pelletier; Boris C Bernhardt,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac156,35552620,2022-01-01,False,closed,none,none
Florian Pernin; Julia Luo; Qiao-Ling Cui; Manon Blain; Milton G F Fernandes; Moein Yaqubi; Jeff Hall; Jo Anne Stratton; Timothy E Kennedy; Jack P Antel,OUP accepted manuscript,Brain,10.1093/brain/awac075,35202462,2022-01-01,False,closed,none,none
Jonathan D Krett; Edward A Fon; Thomas M Durcan,Selective localization of Mfn2 near PINK1 enables its preferential ubiquitination by Parkin on mitochondria,Open Biology,10.1098/rsob.210255,35042405,2022-01-01,True,gold,publishedVersion,https://doi.org/10.1098/rsob.210255
Soraya Lahlou; Ella Gabitov; Madeleine Sharp,Preserved motor memory in Parkinson's disease,Neuropsychologia,10.1016/j.neuropsychologia.2022.108161,35041839,2022-01-01,True,green,submittedVersion,https://doi.org/10.1101/2021.04.30.441882
Katie M Lavigne,Episodic Memory and Schizophrenia: From Characterization of Relational Memory Impairments to Neuroimaging Biomarkers,Current Topics in Behavioral Neurosciences,10.1007/7854_2022_379,35902545,2022-01-01,False,closed,none,none
Joshua A Sonnen,Autopsy Human Brain Dissection Protocol for Common Age-Related Neurodegenerative Disorders,Neuronal Cell Death,10.1007/978-1-0716-2409-8_16,35776357,2022-01-01,False,closed,none,none
Jean-Pierre Clément; Laila Al-Alwan; Stephen D Glasgow; Thaiany Quevedo Melo; Anouar Khayachi; Yumin Liu; Austen J Milnerwood; Timothy E Kennedy,Dendritic Polyglycerol Amine: An Enhanced Substrate to Support Long-Term Neural Cell Culture,ASN Neuro,10.1177/17590914211073276,35023760,2022-01-01,True,gold,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/17590914211073276
Kaija Sander; Xiaoqian Chai; Elise B Barbeau; Shanna Kousaie; Michael Petrides; Denise Klein,OUP accepted manuscript,Cerebral Cortex,10.1093/cercor/bhac131,35348627,2022-01-01,False,closed,none,none
Jean Gotman,High-frequency oscillations in scalp EEG: A systematic review of methodological choices and clinical findings,Clinical Neurophysiology,10.1016/j.clinph.2021.12.017,35272185,2022-01-01,True,hybrid,publishedVersion,https://doi.org/10.1016/j.clinph.2021.12.017
Kenneth A Myers,Genetic Generalized Epilepsy and Intrafamilial Phenotypic Variability with Distal 7q11.23 Deletion,Child Neurology Open,10.1177/2329048X221093173,35481155,2022-01-01,True,gold,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/2329048X221093173
Mathilde Chaineau,Target 2035 – update on the quest for a probe for every protein,RSC Medicinal Chemistry,10.1039/d1md00228g,35211674,2022-01-01,True,hybrid,publishedVersion,https://pubs.rsc.org/en/content/articlepdf/2022/md/d1md00228g
Han Soo Yoo; Seun Jeon; Enrica Cavedo; MinJin Ko; Mijin Yun; Phil Hyu Lee; Young H Sohn; Michel J Grothe; Stefan Teipel; Harald Hampel; Alan C Evans; Byoung Seok Ye,Association of β-Amyloid and Basal Forebrain With Cortical Thickness and Cognition in Alzheimer and Lewy Body Disease Spectra,Neurology,10.1212/WNL.0000000000013277,34969939,2021-12-30,False,closed,none,none
Samantha Rivet; David Pellerin; Rami Massie; Liam Durcan; Marie-Christine Guiot; Stuart Lubarsky,Breakthrough of GPA-associated CNS vasculitis amidst adequate B-cell depletion,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,10.1017/cjn.2021.249,35067236,2021-12-23,False,closed,none,none
Najmeh Khalili-Mahani,Play the Pain: A Digital Strategy for Play-Oriented Research and Action,Frontiers in Psychiatry,10.3389/fpsyt.2021.746477,34975566,2021-12-15,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fpsyt.2021.746477/pdf
Simon Ducharme,Hair cortisol change at COVID-19 pandemic onset predicts burnout among health personnel,Psychoneuroendocrinology,10.1016/j.psyneuen.2021.105645,35134663,2021-12-01,True,hybrid,publishedVersion,https://doi.org/10.1016/j.psyneuen.2021.105645
Petr Klimes; Laure Peter-Derex; Jeff Hall; François Dubeau; Birgit Frauscher,Spatio-temporal spike dynamics predict surgical outcome in adult focal epilepsy,Clinical Neurophysiology,10.1016/j.clinph.2021.10.023,34991017,2021-12-01,False,closed,none,none
Michael K Yeung,A systematic review and meta-analysis of facial emotion recognition in autism spectrum disorder: The specificity of deficits and the role of task characteristics,Neuroscience & Biobehavioral Reviews,10.1016/j.neubiorev.2021.104518,34974069,2021-12-01,False,closed,none,none
François Dubeau,A brain atlas of axonal and synaptic delays based on modelling of cortico-cortical evoked potentials,Brain,10.1093/brain/awab362,35416942,2021-11-23,True,hybrid,publishedVersion,https://academic.oup.com/brain/article-pdf/145/5/1653/43948526/awab362.pdf
Guy Rouleau,Characterisation of age and polarity at onset in bipolar disorder,The British Journal of Psychiatry,10.1192/bjp.2021.102,35048876,2021-08-25,True,hybrid,publishedVersion,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DBFE4929435DBD6D75BC546201BC4BA1/S0007125021001021a.pdf/div-class-title-characterisation-of-age-and-polarity-at-onset-in-bipolar-disorder-div.pdf
Marie-Christine Guiot,Neutrophil oxidative stress mediates obesity-associated vascular dysfunction and metastatic transmigration,Nature Cancer,10.1038/s43018-021-00194-9,35122017,2021-05-01,True,bronze,publishedVersion,https://www.nature.com/articles/s43018-021-00194-9.pdf
Tariq Al-Saadi; Marie-Noëlle Hébert-Blouin; Kevin Petrecca,Endoscopic third ventriculostomy for VP shunt malfunction during the third trimester of pregnancy: illustrative case,Journal of Neurosurgery: Case Lessons,10.3171/CASE2054,35854929,2021-01-11,True,green,publishedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241321
Bo-Yong Park; Sara Larivière; Raul Rodríguez-Cruces; Jessica Royer; Shahin Tavakol; Yezhou Wang; Benoit Caldairou; Andrea Bernasconi; Neda Bernasconi; Boris C Bernhardt,OUP accepted manuscript,Brain,10.1093/brain/awab417,35333312,2021-01-01,True,hybrid,publishedVersion,https://academic.oup.com/brain/article-pdf/145/4/1285/43811803/awab417.pdf
